&Reac_Pressure,Coolant_OutletTemp,T10,ColumnPC_OP,CondDuty_OutletTemp
30.1633,40.9487,181.773,49.4481,56.0355
30.1633,40.9487,181.773,49.4483,56.0353
30.1633,40.9487,181.773,49.4483,56.0352
30.1633,40.9487,181.773,49.4482,56.0352
30.1632,40.9487,181.773,49.4484,56.0351
30.1632,40.9487,181.773,49.4487,56.035
30.1632,40.9487,181.773,49.4488,56.0349
30.1632,40.9487,181.773,49.4491,56.0347
30.1632,40.9487,181.773,49.4489,56.0346
30.1632,40.9487,181.773,49.4487,56.0347
30.1632,40.9487,181.773,49.4491,56.0346
30.1632,40.9487,181.773,49.4496,56.0344
30.1632,40.9487,181.773,49.4497,56.0342
30.1632,40.9487,181.773,49.4494,56.0342
30.1632,40.9487,181.773,49.4492,56.0342
30.1632,40.9487,181.773,49.4497,56.0342
30.1632,40.9487,181.773,49.4502,56.034
30.1632,40.9487,181.773,49.4502,56.0338
30.1632,40.9487,181.773,49.45,56.0337
30.1632,40.9487,181.773,49.4499,56.0338
30.1632,40.9487,181.773,49.4501,56.0337
30.1632,40.9487,181.773,49.4505,56.0336
30.1632,40.9487,181.773,49.4507,56.0334
30.1632,40.9487,181.773,49.4505,56.0333
30.1632,40.9487,181.773,49.4503,56.0334
30.1632,40.9487,181.773,49.4506,56.0333
30.1632,40.9487,181.773,49.4511,56.0332
30.1632,40.9487,181.773,49.4512,56.033
30.1632,40.9487,181.773,49.4508,56.0329
30.1632,40.9487,181.773,49.4507,56.033
30.1632,40.9487,181.773,49.4511,56.033
30.1632,40.9487,181.773,49.4516,56.0328
30.1632,40.9487,181.773,49.4517,56.0326
30.1631,40.9487,181.773,49.4511,56.0326
30.1631,40.9487,181.773,49.451,56.0327
30.1631,40.9487,181.773,49.4515,56.0326
30.1631,40.9487,181.773,49.4522,56.0324
30.1631,40.9487,181.773,49.4521,56.0322
30.1631,40.9487,181.773,49.4516,56.0322
30.1631,40.9487,181.773,49.4515,56.0323
30.1631,40.9487,181.773,49.452,56.0322
30.1631,40.9487,181.773,49.4522,56.0321
30.1631,40.9487,181.773,49.4525,56.0319
30.1631,40.9487,181.773,49.4523,56.0318
30.1631,40.9487,181.773,49.4521,56.0318
30.1631,40.9487,181.773,49.4522,56.0318
30.1631,40.9487,181.773,49.4525,56.0317
30.1631,40.9487,181.773,49.4528,56.0316
30.1631,40.9487,181.773,49.4527,56.0315
30.1631,40.9487,181.773,49.4526,56.0315
30.1631,40.9487,181.773,49.4527,56.0314
30.1631,40.9487,181.773,49.4529,56.0314
30.1631,40.9487,181.773,49.4531,56.0313
30.1631,40.9487,181.773,49.453,56.0312
30.1631,40.9487,181.773,49.4528,56.0312
30.1631,40.9487,181.773,49.453,56.0312
30.1631,40.9487,181.773,49.4533,56.031
30.1631,40.9487,181.773,49.4535,56.0309
30.1631,40.9487,181.773,49.4532,56.0308
30.1631,40.9487,181.773,49.4531,56.0309
30.1631,40.9487,181.773,49.4533,56.0308
30.1631,40.9487,181.772,49.4537,56.0307
30.1631,40.9487,181.773,49.4535,56.0306
30.1631,40.9487,181.773,49.4536,56.0306
30.1631,40.9487,181.773,49.4538,56.0305
30.1631,40.9487,181.773,49.4538,56.0304
30.1631,40.9487,181.773,49.4537,56.0304
30.1631,40.9487,181.773,49.4534,56.0305
30.1632,40.9487,181.772,49.454,56.0304
30.1632,40.9487,181.773,49.4545,56.0302
30.1632,40.9487,181.773,49.4542,56.03
30.1632,40.9487,181.773,49.4537,56.0301
30.1631,40.9487,181.773,49.4537,56.0302
30.1631,40.9487,181.773,49.4544,56.0301
30.1631,40.9487,181.773,49.4553,56.0298
30.1631,40.9487,181.773,49.4544,56.0296
30.1631,40.9487,181.772,49.4533,56.0299
30.1631,40.9487,181.772,49.454,56.0301
30.1631,40.9487,181.773,49.4551,56.0298
30.1631,40.9487,181.773,49.4554,56.0295
30.1631,40.9487,181.773,49.4549,56.0293
30.1631,40.9487,181.772,49.4538,56.0295
30.1631,40.9487,181.772,49.4541,56.0297
30.1631,40.9487,181.773,49.4549,56.0297
30.1631,40.9487,181.773,49.4556,56.0294
30.1631,40.9487,181.773,49.4553,56.0291
30.1631,40.9487,181.773,49.4545,56.0292
30.1631,40.9487,181.772,49.4543,56.0293
30.1631,40.9487,181.773,49.455,56.0294
30.1631,40.9487,181.773,49.4556,56.0291
30.1631,40.9487,181.773,49.4555,56.0289
30.1631,40.9487,181.772,49.4552,56.0289
30.1631,40.9487,181.772,49.455,56.029
30.1631,40.9487,181.772,49.4551,56.029
30.1631,40.9487,181.773,49.4554,56.0289
30.1631,40.9487,181.773,49.4556,56.0288
30.1631,40.9487,181.773,49.4556,56.0287
30.1631,40.9487,181.773,49.4551,56.0288
30.1631,40.9487,181.773,49.4555,56.0288
30.1631,40.9487,181.773,49.4559,56.0286
29.2539,40.9952,181.756,48.5772,56.1449
28.4908,41.3321,181.717,46.8054,56.6887
27.9039,42.0862,181.75,46.6646,57.2753
27.5173,43.2487,181.843,48.3915,57.2617
27.3278,44.7357,181.89,49.805,56.6765
27.3201,46.412,181.853,49.3984,56.1842
27.4654,48.126,181.798,48.1938,56.1644
27.729,49.6911,181.806,48.0344,56.3475
28.0669,50.8903,181.862,49.0984,56.2657
28.4191,51.5673,181.888,49.81,55.9343
28.7378,51.6868,181.853,49.1043,55.7847
28.9762,51.3158,181.81,47.8101,56.0615
29.1091,50.6292,181.815,47.3216,56.5179
29.1352,49.8305,181.862,47.8303,56.7804
29.0745,49.1059,181.891,48.2779,56.7892
28.9574,48.5812,181.88,47.8598,56.8234
28.8191,48.3167,181.857,47.0713,57.0711
28.6921,48.3184,181.868,46.908,57.377
28.5993,48.5431,181.908,47.4957,57.472
28.5506,48.9156,181.931,48.0262,57.3513
28.5471,49.4024,181.922,47.8387,57.235
28.5869,49.9015,181.903,47.2527,57.3215
28.6582,50.3437,181.909,47.0755,57.5082
28.7475,50.6756,181.938,47.4681,57.58
28.8382,50.8715,181.956,47.7997,57.5148
28.9192,50.9381,181.949,47.5507,57.491
28.9812,50.8934,181.935,46.9961,57.642
29.0189,50.7755,181.94,46.7741,57.8779
29.0325,50.6308,181.964,47.0329,58.0172
29.0269,50.4993,181.981,47.2806,58.0272
29.0092,50.4138,181.979,47.098,58.0482
28.9871,50.3876,181.969,46.7062,58.1834
28.9674,50.4226,181.974,46.5886,58.3634
28.9551,50.5103,181.995,46.8421,58.4532
28.9529,50.6318,182.009,47.0746,58.4375
28.9612,50.7747,182.006,46.9443,58.432
28.9786,50.9123,181.998,46.6311,58.5294
29.0019,51.03,182.003,46.5364,58.6741
29.0276,51.1163,182.018,46.7339,58.7517
29.0515,51.1688,182.03,46.898,58.7535
29.0728,51.1954,182.026,46.7735,58.7716
29.0892,51.1992,182.022,46.4992,58.8785
29.0998,51.1898,182.026,46.4186,59.021
29.1054,51.1769,182.039,46.5843,59.1054
29.1071,51.1684,182.049,46.7269,59.1209
29.1066,51.1709,182.047,46.6213,59.1501
29.1056,51.1866,182.044,46.4174,59.2469
29.1054,51.215,182.047,46.3829,59.3665
29.107,51.2531,182.06,46.5473,59.4301
29.1105,51.2947,182.067,46.6653,59.4388
29.1162,51.34,182.065,46.5773,59.4649
29.1234,51.3815,182.062,46.4159,59.5493
29.1314,51.417,182.067,46.4014,59.6518
29.1396,51.4453,182.077,46.5491,59.7078
29.1473,51.4662,182.083,46.6414,59.7212
29.1539,51.4804,182.081,46.5553,59.7556
29.1592,51.4903,182.079,46.4289,59.8398
29.1634,51.4982,182.085,46.4438,59.9323
29.1664,51.5059,182.092,46.5814,59.9792
29.1688,51.5152,182.098,46.6505,59.9945
29.1709,51.5269,182.096,46.5738,60.032
29.173,51.541,182.095,46.4836,60.1102
29.1753,51.557,182.1,46.5242,60.1877
29.1781,51.5738,182.108,46.6486,60.2237
29.1812,51.591,182.111,46.6993,60.238
29.1846,51.6076,182.109,46.6323,60.2765
29.1883,51.6234,182.11,46.573,60.3473
29.1921,51.6375,182.115,46.6312,60.4112
29.1958,51.6497,182.121,46.7393,60.4402
29.1994,51.6601,182.123,46.7687,60.457
29.2027,51.6692,182.122,46.7108,60.4978
29.2058,51.6777,182.123,46.6806,60.5623
29.2087,51.6856,182.128,46.7488,60.6147
29.2114,51.6934,182.134,46.8401,60.6382
29.2141,51.7014,182.135,46.8545,60.6572
29.2168,51.7096,182.134,46.8079,60.6992
29.2195,51.718,182.136,46.803,60.7558
29.2222,51.7265,182.14,46.8753,60.7963
29.225,51.7352,182.145,46.9506,60.8149
29.228,51.7438,182.146,46.956,60.8341
29.2311,51.752,182.146,46.9212,60.8736
29.2342,51.7597,182.148,46.9298,60.9223
29.2374,51.7669,182.152,47.0008,60.956
29.2407,51.7737,182.156,47.0626,60.9718
29.2439,51.7799,182.156,47.0598,60.9923
29.247,51.7856,182.156,47.0352,61.0299
29.2501,51.7912,182.159,47.0583,61.0714
29.2533,51.7967,182.163,47.1273,61.0971
29.2564,51.8021,182.165,47.1711,61.1108
29.2596,51.8073,182.166,47.1633,61.132
29.2628,51.8127,182.166,47.1518,61.1674
29.2661,51.8179,182.169,47.185,61.2014
29.2694,51.823,182.172,47.2433,61.2211
29.2728,51.8279,182.174,47.2728,61.234
29.2762,51.8326,182.175,47.263,61.2559
29.2796,51.8373,182.176,47.2629,61.2875
29.2831,51.8417,182.179,47.3004,61.3141
29.2866,51.8459,182.181,47.3482,61.3291
29.2901,51.85,182.183,47.3652,61.3421
29.2937,51.8539,182.183,47.3569,61.3639
29.2972,51.8576,182.185,47.3653,61.3911
29.3008,51.8612,182.187,47.4036,61.4118
29.3043,51.8647,182.189,47.4392,61.4238
29.3079,51.8681,182.191,47.4478,61.4364
29.3115,51.8714,182.191,47.4437,61.4564
29.3151,51.8747,182.193,47.4565,61.479
29.3187,51.8778,182.195,47.4905,61.4953
29.3224,51.8809,182.197,47.5167,61.5057
29.326,51.8839,182.198,47.5211,61.5179
29.3297,51.8867,182.199,47.5187,61.5364
29.3334,51.8894,182.2,47.534,61.5552
29.3371,51.892,182.202,47.5631,61.5677
29.3407,51.8945,182.204,47.5806,61.5763
29.3443,51.8969,182.204,47.5798,61.5883
29.348,51.8992,182.205,47.5803,61.605
29.3516,51.9015,182.207,47.5972,61.6198
29.3552,51.9037,182.209,47.6202,61.6292
29.3587,51.9057,182.21,47.6299,61.6369
29.3623,51.9078,182.211,47.6272,61.6483
29.3658,51.9097,182.212,47.6291,61.6622
29.3693,51.9116,182.213,47.6458,61.674
29.3728,51.9134,182.215,47.663,61.6812
29.3763,51.9151,182.216,47.6666,61.6884
29.3797,51.9168,182.216,47.6623,61.6992
29.3832,51.9183,182.217,47.6664,61.7115
29.3866,51.9198,182.219,47.6808,61.7204
29.3899,51.9213,182.22,47.6917,61.7262
29.3932,51.9226,182.22,47.6906,61.7331
29.3965,51.9239,182.221,47.6868,61.7429
29.3998,51.9252,182.222,47.6919,61.7528
29.403,51.9264,182.223,47.7031,61.7596
29.4062,51.9276,182.224,47.7083,61.7646
29.4093,51.9287,182.225,47.7044,61.7713
29.4124,51.9297,182.226,47.7017,61.7801
29.4154,51.9307,182.227,47.7071,61.7879
29.4184,51.9317,182.228,47.7145,61.793
29.4213,51.9326,182.228,47.7151,61.7975
29.4242,51.9334,182.229,47.7097,61.8041
29.427,51.9342,182.23,47.7084,61.8116
29.4298,51.935,182.231,47.713,61.8175
29.4326,51.9357,182.231,47.7167,61.8216
29.4353,51.9363,182.232,47.7135,61.8261
29.4379,51.9369,182.232,47.7084,61.8322
29.4404,51.9375,182.233,47.7078,61.8384
29.443,51.9381,182.234,47.7112,61.8429
29.4454,51.9386,182.235,47.7113,61.8463
29.4478,51.9391,182.235,47.7063,61.8506
29.4501,51.9395,182.235,47.7016,61.8562
29.4524,51.9399,182.236,47.7013,61.8612
29.4547,51.9403,182.237,47.7027,61.8649
29.4567,51.9406,182.237,47.7007,61.8677
29.4588,51.941,182.238,47.695,61.8719
29.4609,51.9413,182.238,47.691,61.8767
29.4629,51.9415,182.239,47.6907,61.8807
29.4648,51.9418,182.239,47.6902,61.8837
29.4667,51.942,182.24,47.6861,61.8867
29.4686,51.9421,182.24,47.6809,61.8906
29.4703,51.9423,182.24,47.6772,61.8948
29.472,51.9424,182.241,47.6766,61.8981
29.4737,51.9426,182.241,47.675,61.9006
29.4752,51.9427,182.242,47.6703,61.9034
29.4768,51.9427,182.242,47.665,61.907
29.4783,51.9428,182.242,47.6621,61.9107
29.4797,51.9429,182.243,47.6611,61.9134
29.4811,51.9429,182.243,47.6584,61.9157
29.4824,51.9429,182.243,47.6537,61.9184
29.4837,51.9429,182.243,47.6485,61.9219
29.485,51.9429,182.244,47.6467,61.925
29.4862,51.9429,182.244,47.6459,61.9271
29.4873,51.9429,182.244,47.6425,61.9291
29.4884,51.9428,182.245,47.6377,61.9317
29.4894,51.9428,182.245,47.6327,61.9349
29.4904,51.9427,182.245,47.6307,61.938
29.4913,51.9426,182.245,47.6305,61.9399
29.4923,51.9426,182.246,47.6274,61.9416
29.4931,51.9425,182.246,47.6221,61.9441
29.4939,51.9424,182.246,47.6186,61.9471
29.4947,51.9423,182.246,47.6175,61.9496
29.4955,51.9422,182.246,47.6164,61.9513
29.4962,51.9421,182.247,47.6132,61.9531
29.4969,51.942,182.247,47.6086,61.9557
29.4975,51.9419,182.247,47.6063,61.9584
29.4981,51.9418,182.247,47.606,61.9603
29.4986,51.9416,182.247,47.6042,61.9619
29.4992,51.9415,182.247,47.6006,61.9639
29.4997,51.9414,182.248,47.5971,61.9665
29.5002,51.9413,182.248,47.5964,61.9689
29.5006,51.9412,182.248,47.5965,61.9704
29.501,51.941,182.248,47.5946,61.9718
29.5014,51.9409,182.248,47.5907,61.974
29.5018,51.9408,182.248,47.5884,61.9766
29.5021,51.9407,182.248,47.5888,61.9786
29.5024,51.9406,182.249,47.5891,61.9798
29.5027,51.9404,182.249,47.5865,61.9813
29.503,51.9403,182.249,47.5831,61.9837
29.5032,51.9402,182.249,47.5821,61.9862
29.5035,51.9401,182.249,47.5844,61.9876
29.5037,51.94,182.249,47.5841,61.9885
29.5039,51.9399,182.249,47.5807,61.9903
29.504,51.9398,182.249,47.5785,61.9928
29.5042,51.9397,182.249,47.5797,61.9948
29.5043,51.9396,182.25,47.5807,61.9961
29.5045,51.9395,182.25,47.5805,61.9972
29.5046,51.9394,182.25,47.5779,61.999
29.5047,51.9393,182.25,47.577,62.0012
29.5048,51.9392,182.25,47.5786,62.0029
29.5049,51.9391,182.25,47.5801,62.0039
29.5049,51.9391,182.25,47.5788,62.0051
29.505,51.939,182.25,47.5768,62.0072
29.5051,51.9389,182.25,47.5772,62.0093
29.5051,51.9389,182.25,47.5797,62.0106
29.5051,51.9388,182.25,47.5808,62.0113
29.5052,51.9387,182.251,47.5794,62.0126
29.5052,51.9387,182.251,47.5779,62.0147
29.5052,51.9386,182.251,47.5794,62.0166
29.5053,51.9386,182.251,47.582,62.0176
29.5053,51.9385,182.251,47.5827,62.0184
29.5053,51.9385,182.251,47.5809,62.0199
29.5053,51.9385,182.251,47.5808,62.022
29.5053,51.9384,182.251,47.5836,62.0234
29.5053,51.9384,182.251,47.5859,62.0241
29.5053,51.9384,182.251,47.5856,62.025
29.5053,51.9384,182.251,47.5843,62.0267
29.5053,51.9384,182.251,47.5853,62.0285
29.5053,51.9384,182.251,47.5884,62.0296
29.5053,51.9384,182.251,47.5903,62.0302
29.5053,51.9384,182.251,47.5894,62.0313
29.5053,51.9384,182.251,47.5893,62.0329
29.5053,51.9384,182.252,47.5908,62.0344
29.5053,51.9384,182.252,47.5935,62.0354
29.5054,51.9384,182.252,47.5948,62.036
29.5054,51.9384,182.252,47.5945,62.0371
29.5054,51.9384,182.252,47.5941,62.0388
29.5054,51.9384,182.252,47.5969,62.04
29.5054,51.9384,182.252,47.5997,62.0405
29.5054,51.9384,182.252,47.5998,62.0412
29.5055,51.9385,182.252,47.5988,62.0426
29.5055,51.9385,182.252,47.6002,62.0441
29.5055,51.9385,182.252,47.6036,62.0449
29.5056,51.9386,182.252,47.6052,62.0452
29.5056,51.9386,182.252,47.6044,62.0461
29.5056,51.9386,182.252,47.6042,62.0476
29.5057,51.9387,182.252,47.606,62.0489
29.5057,51.9387,182.253,47.6093,62.0494
29.5058,51.9387,182.253,47.6104,62.0497
29.5058,51.9388,182.253,47.6094,62.0506
29.5059,51.9388,182.253,47.6096,62.052
29.506,51.9389,182.253,47.6118,62.053
29.506,51.9389,182.253,47.6145,62.0534
29.5061,51.939,182.253,47.6147,62.0538
29.5062,51.939,182.253,47.6141,62.0548
29.5062,51.939,182.253,47.6146,62.0561
29.5063,51.9391,182.253,47.6175,62.0568
29.5064,51.9391,182.253,47.6192,62.057
29.5065,51.9392,182.253,47.619,62.0574
29.5066,51.9392,182.253,47.6181,62.0586
29.5067,51.9393,182.253,47.6194,62.0597
29.5068,51.9393,182.253,47.622,62.0602
29.5069,51.9394,182.253,47.6234,62.0602
29.507,51.9394,182.253,47.6226,62.0607
29.5071,51.9395,182.253,47.622,62.0619
29.5072,51.9395,182.254,47.6234,62.0629
29.5073,51.9396,182.254,47.6256,62.0632
29.5074,51.9396,182.254,47.6266,62.0633
29.5075,51.9396,182.254,47.6261,62.0638
29.5076,51.9397,182.254,47.6251,62.0648
29.5077,51.9397,182.254,47.6261,62.0658
29.5078,51.9398,182.254,47.6288,62.066
29.508,51.9398,182.254,47.6294,62.0659
29.5081,51.9399,182.254,47.628,62.0665
29.5082,51.9399,182.254,47.6275,62.0676
29.5083,51.9399,182.254,47.6291,62.0683
29.5084,51.94,182.254,47.6311,62.0683
29.5085,51.94,182.254,47.6311,62.0683
29.5087,51.94,182.254,47.6297,62.0689
29.5088,51.9401,182.254,47.6291,62.07
29.5089,51.9401,182.254,47.6311,62.0705
29.509,51.9402,182.254,47.6327,62.0704
29.5092,51.9402,182.254,47.6321,62.0705
29.5093,51.9402,182.254,47.6301,62.0713
29.5094,51.9403,182.254,47.631,62.0721
29.5095,51.9403,182.254,47.633,62.0722
29.5096,51.9403,182.254,47.6332,62.0721
29.5098,51.9404,182.254,47.632,62.0724
29.5099,51.9404,182.254,47.6308,62.0733
29.51,51.9404,182.255,47.6318,62.074
29.5101,51.9404,182.255,47.6334,62.074
29.5102,51.9404,182.255,47.6333,62.0739
29.5104,51.9405,182.255,47.6315,62.0744
29.5105,51.9405,182.255,47.6309,62.0752
29.5106,51.9405,182.255,47.6322,62.0756
29.5107,51.9405,182.255,47.6335,62.0754
29.5108,51.9405,182.255,47.6328,62.0753
29.5109,51.9406,182.255,47.6307,62.076
29.511,51.9406,182.255,47.6303,62.0769
29.5111,51.9406,182.255,47.632,62.0771
29.5112,51.9406,182.255,47.6329,62.0769
29.5114,51.9406,182.255,47.6315,62.0769
29.5115,51.9406,182.255,47.6298,62.0776
29.5116,51.9406,182.255,47.6299,62.0783
29.5117,51.9406,182.255,47.6316,62.0784
29.5117,51.9406,182.255,47.6321,62.0781
29.5118,51.9407,182.255,47.6301,62.0782
29.5119,51.9407,182.255,47.6284,62.079
29.512,51.9407,182.255,47.629,62.0797
29.5121,51.9407,182.255,47.6305,62.0796
29.5122,51.9407,182.255,47.6304,62.0793
29.5123,51.9407,182.255,47.6284,62.0796
29.5124,51.9407,182.255,47.6271,62.0804
29.5124,51.9407,182.255,47.6279,62.0809
29.5125,51.9407,182.255,47.6294,62.0807
29.5126,51.9407,182.255,47.6287,62.0804
29.5127,51.9407,182.255,47.6263,62.0809
29.5127,51.9407,182.255,47.6256,62.0817
29.5128,51.9407,182.255,47.627,62.082
29.5129,51.9407,182.255,47.6279,62.0817
29.5129,51.9407,182.255,47.6265,62.0816
29.513,51.9407,182.255,47.6247,62.0821
29.513,51.9407,182.255,47.6242,62.0829
29.5131,51.9406,182.255,47.6257,62.083
29.5132,51.9406,182.255,47.6264,62.0826
29.5132,51.9406,182.255,47.6246,62.0826
29.5133,51.9406,182.255,47.6228,62.0833
29.5133,51.9406,182.255,47.6229,62.0839
29.5134,51.9406,182.255,47.6244,62.0839
29.5134,51.9406,182.255,47.6246,62.0836
29.5134,51.9406,182.255,47.6226,62.0837
29.5135,51.9406,182.255,47.6209,62.0845
29.5135,51.9406,182.255,47.6216,62.085
29.5136,51.9406,182.255,47.6232,62.0848
29.5136,51.9406,182.255,47.6225,62.0845
29.5136,51.9406,182.255,47.6205,62.0849
29.5136,51.9406,182.255,47.6194,62.0857
29.5137,51.9405,182.255,47.6208,62.0859
29.5137,51.9405,182.255,47.6216,62.0856
29.5137,51.9405,182.255,47.6205,62.0855
29.5138,51.9405,182.255,47.6186,62.086
29.5138,51.9405,182.255,47.6183,62.0867
29.5138,51.9405,182.255,47.6197,62.0868
29.5138,51.9405,182.255,47.6202,62.0865
29.5138,51.9405,182.255,47.6186,62.0865
29.5139,51.9405,182.255,47.6172,62.0871
29.5139,51.9405,182.255,47.6175,62.0876
29.5139,51.9404,182.255,47.6187,62.0875
29.5139,51.9404,182.255,47.6185,62.0873
29.5139,51.9404,182.255,47.6169,62.0875
29.5139,51.9404,182.255,47.6159,62.0881
29.5139,51.9404,182.255,47.6158,62.0886
29.5139,51.9404,182.255,47.6171,62.0887
29.5139,51.9404,182.255,47.6182,62.0882
29.5139,51.9404,182.255,47.6163,62.0882
29.514,51.9404,182.255,47.6144,62.0889
29.514,51.9404,182.255,47.6147,62.0896
29.514,51.9404,182.255,47.6167,62.0895
29.514,51.9403,182.255,47.6169,62.089
29.514,51.9403,182.255,47.6148,62.0892
29.514,51.9403,182.255,47.6135,62.0899
29.514,51.9403,182.255,47.6146,62.0904
29.514,51.9403,182.255,47.616,62.0901
29.514,51.9403,182.255,47.6153,62.0899
29.514,51.9403,182.255,47.6138,62.0901
29.514,51.9403,182.255,47.6127,62.0909
29.514,51.9403,182.255,47.6141,62.0912
29.514,51.9403,182.255,47.6154,62.0909
29.514,51.9403,182.255,47.6145,62.0907
29.514,51.9403,182.255,47.6125,62.0912
29.5139,51.9403,182.255,47.6125,62.0918
29.5139,51.9403,182.255,47.614,62.0918
29.5139,51.9403,182.255,47.614,62.0916
29.5139,51.9403,182.255,47.6128,62.0918
29.5139,51.9402,182.255,47.6122,62.0922
29.5139,51.9402,182.255,47.6129,62.0925
29.5139,51.9402,182.255,47.6138,62.0923
29.5139,51.9402,182.255,47.6131,62.0923
29.5139,51.9402,182.255,47.6119,62.0926
29.5139,51.9402,182.255,47.6117,62.0931
29.5139,51.9402,182.255,47.6128,62.0932
29.5139,51.9402,182.255,47.6132,62.093
29.5139,51.9402,182.255,47.6123,62.0931
29.5139,51.9402,182.255,47.6114,62.0935
29.5139,51.9402,182.255,47.6117,62.0939
29.5139,51.9402,182.255,47.6126,62.0939
29.5139,51.9402,182.255,47.6127,62.0937
29.5139,51.9402,182.255,47.6121,62.0938
29.5139,51.9402,182.255,47.6111,62.0941
29.5139,51.9402,182.255,47.6111,62.0946
29.5139,51.9402,182.255,47.6125,62.0946
29.5139,51.9402,182.255,47.6126,62.0943
29.5139,51.9402,182.255,47.6111,62.0946
29.5139,51.9402,182.255,47.6103,62.0952
29.5138,51.9402,182.255,47.6116,62.0953
29.5138,51.9402,182.256,47.6127,62.095
29.5138,51.9402,182.255,47.6118,62.0949
29.5138,51.9402,182.255,47.6101,62.0954
29.5138,51.9402,182.255,47.6101,62.096
